Title,Post Id,Name of poster,Id of poster,Time,Question score,Question views,Question answers,Tags,Closed,Accepted answer
How to make items from a certain mod undroppable or disappear once dropped?,399377,Jayy Harris,295505,"Sep 21, 2022 at 17:49",-1,67,1,['hi-fi-rush'],False,False
"Can I re-learn that Raw Meat drops need Combat Rank above D, without talking to Selena again?",399373,Malady,295505,"Sep 21, 2022 at 13:24",0,37,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
No split screen option in Forza 3,399370,Frank Vissering,295489,"Sep 20, 2022 at 21:31",0,26,0,['emperor-rise-of-the-middle-kingdom'],False,False
Do repeated Booyahs power up the Booyah Bomb?,399369,Stevoisiak,295489,"Sep 20, 2022 at 21:00",1,258,2,"['agar.io', 'diep.io', 'surviv.io']",True,False
Starlink: Battle for Atlas - DLC options explained,399368,Mentalist,162791,"Sep 20, 2022 at 20:14",1,95,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
"How to get ""casual"" uniform for Cybil in Silent Hill: Shattered Memories?",399367,Leviathan,162791,"Sep 20, 2022 at 19:48",0,38,0,['unity-games'],True,False
Forza Horizon 5 does not launch on SteamDeck,399363,lwbt,50186,"Sep 20, 2022 at 19:26",3,3k,2,['pokemon-go'],False,False
Is there any way to increase the bomb timer in Counter Strike 1.6?,399360,Sundal Jain,295475,"Sep 20, 2022 at 13:27",0,129,1,['the-witcher-3'],False,False
How to add a player to the killer's team,399359,NotKatsuro 3,294749,"Sep 20, 2022 at 8:21",0,42,1,['minecraft-bedrock-edition'],False,False
How to empty a canteen without drinking its water?,399356,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,"Sep 19, 2022 at 20:55",3,68,0,"['hardware', 'nintendo-ds']",False,False
What should I look for when upgrading Nintendo Switch microSD storage?,399355,Mentalist,162791,"Sep 19, 2022 at 19:48",8,1k,1,"['technical-issues', 'dragonvale']",True,False
What is the Record-Score Setter medal awarded for?,399354,Stevoisiak,162791,"Sep 19, 2022 at 18:57",1,1k,1,"['linux', 'supertux']",False,False
Mods breaking Sims 4: does it also happen if I don't update the game?,399352,user295447,162791,"Sep 19, 2022 at 12:58",0,67,0,['hogwarts-legacy'],False,False
Is there a command that fills blocks based on biome? Or a mod that visualizes the boundaries?,399351,Federico,100233,"Sep 19, 2022 at 10:37",1,63,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How can I put a Minecraft mod in and utilize it? [duplicate],399349,Khzunara,74369,"Sep 19, 2022 at 9:44",0,38,0,['gamedec'],False,False
How can I increase the damage a mob does in Minecraft Bedrock?,399348,BedrockMapMaker,74369,"Sep 19, 2022 at 9:40",0,83,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Can you configure the Multiverse plugin to teleport players to where they were before rather than the spawn?,399344,Dylan C,295430,"Sep 19, 2022 at 0:34",-1,237,1,['game-identification'],True,False
How do I get all the Amiibo Gears in Splatoon 3?,399341,pinckerman,295430,"Sep 18, 2022 at 22:18",6,25k,2,"['minecraft-java-edition', 'minecraft-commands']",False,False
How do I find Uncle Ganga?,399340,Stevoisiak,181240,"Sep 18, 2022 at 20:41",1,49,1,['valheim'],False,False
What does a red flag next to a weapon mean?,399339,Stevoisiak,181240,"Sep 18, 2022 at 20:09",2,2k,1,['the-sims-4'],False,False
What is the #1 Popular Target medal for?,399338,Stevoisiak,181240,"Sep 18, 2022 at 19:30",3,2k,2,['evil-genius-2'],False,False
Transferring saved games to PSN account,399336,Den,295410,"Sep 18, 2022 at 13:18",3,37,0,['hogwarts-legacy'],False,False
What do the bracketed numbers on the Salmon Run results mean?,399334,Stevoisiak,181240,"Sep 17, 2022 at 22:28",0,3k,1,['hogwarts-legacy'],False,False
How long do food bonuses from Crab-N-Go last?,399332,Stevoisiak,181240,"Sep 17, 2022 at 21:18",1,183,1,"['pokemon-series', 'pokemon-second-generation']",False,False
Ending Rec-Room game where if any player with 'fight' role dies the game ends?,399331,Nelson Hsu,295390,"Sep 17, 2022 at 19:48",1,22,0,['minecraft-bedrock-edition'],True,False
How long does it take for seabirds to respawn?,399329,krivanj20,289613,"Sep 17, 2022 at 18:53",0,44,0,"['ps4', 'controllers']",True,False
How to detect right click whilst holding an item with an nbt item [duplicate],399326,KnowledgeIsPower,289613,"Sep 17, 2022 at 13:25",0,21,0,"['controllers', 'ps5']",False,False
What can I do with the Xbox Series S hardware besides gaming and proprietary video streaming? [closed],399323,Sybil,61811,"Sep 17, 2022 at 6:02",2,120,1,['steam'],False,False
What is the OST that plays during the O & P cinematic battle scene?,399322,Wondercricket,124566,"Sep 17, 2022 at 1:21",0,72,1,['minecraft-java-edition'],False,False
Poor graphics and behavior on Red Dead Redemption 2 on Steam,399321,geoJshaun,124566,"Sep 17, 2022 at 1:19",2,67,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Why doesn't my Farfetch'd evolve after landing 3 critical hits in a battle?,399318,Khánh Như Trần Lê,295332,"Sep 16, 2022 at 16:55",-4,263,1,['yu-gi-oh-master-duel'],False,False
How to climb down ladders instead of just falling from them?,399316,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,"Sep 16, 2022 at 15:35",1,157,2,['game-identification'],True,False
"What does ""Danger!"" mean?",399314,Stevoisiak,291368,"Sep 16, 2022 at 15:15",6,2k,2,['cities-skylines'],False,False
How can I keep Microsoft Minesweeper from spawning additional sound channels?,399309,Roddy of the Frozen Peas,291368,"Sep 16, 2022 at 3:21",8,163,0,['minecraft-bedrock-edition'],False,False
Are Sheldon Licenses Infinite?,399307,Rapitor,47011,"Sep 15, 2022 at 23:10",3,212,1,"['minecraft-commands', 'cheats']",False,False
"Can ""Conserve Ink-Splat Sustainably"" be completed without firing a shot?",399305,Stevoisiak,47011,"Sep 15, 2022 at 21:04",2,487,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Whose portrait is it that appears in the Cache CT Spawn?,399304,CacheMaster420,295306,"Sep 15, 2022 at 20:43",3,60,0,['minecraft-java-edition'],False,False
How do I ensure my trains stay evenly spaced on a shared track?,399300,Neon1024,295306,"Sep 15, 2022 at 18:48",5,340,2,['fifa-18'],True,False
How do Crab-N-Go food multipliers stack?,399299,Fredy31,15236,"Sep 15, 2022 at 17:41",3,199,0,"['pc', 'controllers']",True,False
How does difficulty in Salmon Run work?,399298,Rapitor,47011,"Sep 15, 2022 at 17:13",4,508,1,"['minecraft-java-edition', 'mod-identification']",True,False
What progresses analysis of Alterna Logs?,399296,Stevoisiak,47011,"Sep 15, 2022 at 15:49",1,173,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
How to unban a certain player without the use of an admin,399295,NotKatsuro 3,294749,"Sep 15, 2022 at 15:01",1,99,1,['genshin-impact'],False,False
"How do ""proxy"" buildings even make sense in RTS games such as SC2 and AoE2?",399291,Arthur,294749,"Sep 15, 2022 at 13:04",10,2k,1,['zelda-breath-of-the-wild'],False,False
How can I safely set up port forwarding to play Nintendo Switch games online?,399288,LessPop_MoreFizz,3129,"Sep 14, 2022 at 19:48",7,396,1,['puzzle-spy'],False,False
Is it possible to detect arrows hitting a specific area in rec room?,399287,Andreas Hauschild,295275,"Sep 14, 2022 at 19:44",0,14,0,['borderlands-2'],False,False
Which hat is the most armored?,399283,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,"Sep 14, 2022 at 18:22",2,96,1,['geometry-dash'],False,False
How does the Cubic Chunks mod handle the lighting?,399282,Macho Onion,286049,"Sep 14, 2022 at 15:27",0,41,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
How do I remove the mo creature's cat? [duplicate],399281,mopsyd,34335,"Sep 14, 2022 at 8:50",1,24,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Do Squid Beacons count towards the Super Jump Spot medal?,399277,Stevoisiak,181240,"Sep 13, 2022 at 22:32",1,108,0,"['controllers', 'xbox-one', 'windows-10']",False,False
How do I check how many Gold Sheldon Licenses I have?,399275,Stevoisiak,181240,"Sep 13, 2022 at 21:31",2,312,2,['enter-the-gungeon'],False,False
How do I cancel searching for a multiplayer match?,399272,Stevoisiak,181240,"Sep 13, 2022 at 19:23",2,63,2,['hi-fi-rush'],False,False
"Are there actually any ""cameras, drones, and alarms"" for me to be concerned about at Redwood-Watts?",399269,Malady,108916,"Sep 13, 2022 at 15:09",1,26,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
How do I get AI allies to hand over their resources?,399265,qazmlpok,211554,"Sep 13, 2022 at 0:25",5,124,1,['emperor-rise-of-the-middle-kingdom'],False,False
"What's with the song names in ""A Post-Honkai Odyssey 2 (Original Soundtrack)""?",399264,Malady,108916,"Sep 13, 2022 at 0:20",0,19,0,"['agar.io', 'diep.io', 'surviv.io']",True,False
Can you switch between octoling and inkling after the initial choice?,399263,Fredy31,15236,"Sep 13, 2022 at 0:04",1,176,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
How do you get other lockers?,399258,Fredy31,15236,"Sep 12, 2022 at 19:45",2,79,1,['unity-games'],True,False
Is it possible to build Minecart Rail Curves on Vanilla?,399256,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,"Sep 12, 2022 at 19:23",1,33,0,['pokemon-go'],False,False
How can I add planets to an existing sector?,399254,PausePause,228910,"Sep 12, 2022 at 17:36",1,1k,1,['the-witcher-3'],False,False
Will inked terrain in the campaign hub stay inked if I return to Splatsville?,399253,Stevoisiak,181240,"Sep 12, 2022 at 17:29",1,54,1,['minecraft-bedrock-edition'],False,False
Is there a finite number of power armor sets in Fallout 4?,399252,PausePause,228910,"Sep 12, 2022 at 17:27",3,583,1,"['hardware', 'nintendo-ds']",False,False
Do campaign stages have hidden collectibles?,399249,Stevoisiak,228910,"Sep 12, 2022 at 15:46",4,180,1,"['technical-issues', 'dragonvale']",True,False
What are the completion rewards in Splatoon 3?,399242,Fredy31,15236,"Sep 12, 2022 at 13:42",0,3k,2,"['linux', 'supertux']",False,False
Is there a way to disable the picture 'bloop' in Pokemon Go?,399240,Fredy31,15236,"Sep 12, 2022 at 13:11",3,119,1,['hogwarts-legacy'],False,False
What's the terminology for pressing down (inward) on a thumbstick?,399235,Mentalist,162791,"Sep 12, 2022 at 6:57",32,6k,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Is it safe to store power armor outside of Home Plate?,399234,Roddy of the Frozen Peas,44445,"Sep 12, 2022 at 6:02",4,540,1,['gamedec'],False,False
Where does the Link death sound from Mario Maker 2 originate?,399233,Mason Wheeler,8833,"Sep 12, 2022 at 1:21",6,118,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What is Mass Production?,399232,Jontia,163793,"Sep 11, 2022 at 21:39",2,527,0,['game-identification'],True,False
"Nintendo switch: can you copy ""save data"" to external storage? If yes, how?",399230,syn1kk,13104,"Sep 11, 2022 at 20:57",2,1k,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
"Switch won't recognize my wired Horipad+, but my PC does",399229,JesseTG,141697,"Sep 11, 2022 at 20:36",2,265,1,['valheim'],False,False
Do Elite Bonuses stack with Overkill Bonuses?,399228,Stevoisiak,181240,"Sep 11, 2022 at 20:17",2,156,2,['the-sims-4'],False,False
How can my Logitech G432 headset render 3D when plugged to the PS5?,399224,Eric MORAND,23569,"Sep 11, 2022 at 12:30",7,2k,1,['evil-genius-2'],False,False
Is Assassin's Creed 1 technically an immersive sim? [closed],399221,Crafter,290704,"Sep 11, 2022 at 3:34",1,202,1,['hogwarts-legacy'],False,False
Detecting Tags Then Preform a Command Based Off of the Number in Minecraft Bedrock,399220,ISAIAH,295151,"Sep 11, 2022 at 1:05",0,32,0,['hogwarts-legacy'],False,False
Is it possible to buy something with the money stolen from Cash Registers?,399218,BsAxUbx5KoQDEpCAqSffwGy554PSah,295151,"Sep 11, 2022 at 0:18",1,33,0,"['pokemon-series', 'pokemon-second-generation']",False,False
What does each vehicle indicator bar mean?,399216,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,"Sep 11, 2022 at 0:06",2,99,1,['minecraft-bedrock-edition'],True,False
How can I name local leaderboards in Keep Talking and Nobody Explodes?,399215,Eliza Wilson,53134,"Sep 10, 2022 at 23:32",2,21,0,"['ps4', 'controllers']",True,False
Raising the ship doesn't work,399213,baudsp,240285,"Sep 10, 2022 at 22:13",2,60,1,"['controllers', 'ps5']",False,False
Is it possible to create custom groups in the creative inventory?,399212,AdamRaichu,281304,"Sep 10, 2022 at 20:03",1,41,0,['steam'],False,False
How do I solve the Ponytail puzzle?,399208,Stevoisiak,281304,"Sep 10, 2022 at 17:48",1,463,1,['minecraft-java-edition'],False,False
Using /execute to detect if player is located at entity,399207,Charonum,295143,"Sep 10, 2022 at 17:38",0,421,2,"['minecraft-java-edition', 'minecraft-commands']",False,False
Where is minecraft pocket edition worlds stored?,399204,Bryant,295137,"Sep 10, 2022 at 15:29",0,14,0,['yu-gi-oh-master-duel'],False,False
